X, Y, u, v, rho       # original resolution
1.400920704088713080e+02,2.990518020371259311e+01,3.614499999999999935e-01,2.929049999999999709e-01,0.000000000000000000e+00
1.419114479466488490e+02,2.990518020371259311e+01,-7.377599999999999714e-01,3.572699999999999765e-01,0.000000000000000000e+00
1.437308254844263899e+02,2.990518020371259311e+01,3.610050000000000203e-01,3.679350000000000120e-01,0.000000000000000000e+00
1.455502030222039593e+02,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.473695805599815003e+02,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.491889580977590413e+02,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.510083356355366107e+02,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.528277131733141516e+02,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.546470907110916926e+02,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.564664682488692620e+02,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.582858457866468029e+02,2.990518020371259311e+01,3.911200000000000232e-01,7.716950000000000198e-01,0.000000000000000000e+00
1.601052233244243439e+02,2.990518020371259311e+01,7.921500000000000208e-01,5.249599999999999822e-01,0.000000000000000000e+00
1.619246008622018849e+02,2.990518020371259311e+01,4.067100000000000160e-01,7.427599999999999758e-01,0.000000000000000000e+00
1.637439783999794543e+02,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.655633559377569952e+02,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.673827334755345362e+02,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.692021110133121056e+02,2.990518020371259311e+01,4.316699999999999982e-01,7.422849999999999726e-01,0.000000000000000000e+00
1.710214885510896465e+02,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.728408660888671875e+02,2.990518020371259311e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.819377537777549403e+00,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.458132613332647765e+00,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.277510151110197612e+00,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.096887688887747458e+00,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.091626522666529553e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.273564276444284538e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.455502030222039522e+01,3.166430845098980384e+01,-1.923799999999999955e-01,9.175599999999999312e-01,1.000000000000000000e+00
1.637439783999794329e+01,3.166430845098980384e+01,-4.231199999999999961e-01,8.131300000000000194e-01,1.000000000000000000e+00
1.819377537777549492e+01,3.166430845098980384e+01,-2.280600000000000127e-01,8.951350000000000140e-01,1.000000000000000000e+00
2.001315291555304299e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.183253045333059106e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.365190799110814268e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.547128552888569075e+01,3.166430845098980384e+01,-3.535300000000000109e-01,7.220149999999999624e-01,1.000000000000000000e+00
2.729066306666324238e+01,3.166430845098980384e+01,-6.882800000000000029e-01,4.588999999999999746e-01,1.000000000000000000e+00
2.911004060444079045e+01,3.166430845098980384e+01,7.742499999999999938e-01,-2.840674999999999728e-01,1.000000000000000000e+00
3.092941814221833852e+01,3.166430845098980384e+01,-8.881400000000000405e-01,4.425699999999999773e-02,1.000000000000000000e+00
3.274879567999588659e+01,3.166430845098980384e+01,4.387800000000000034e-01,5.012204500000000396e-01,1.000000000000000000e+00
3.456817321777344176e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.638755075555098983e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.820692829332853790e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.002630583110608598e+01,3.166430845098980384e+01,-4.346749999999999781e-01,5.763150000000000217e-01,1.000000000000000000e+00
4.184568336888363405e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.366506090666118212e+01,3.166430845098980384e+01,-4.334899999999999864e-01,6.879600000000000160e-01,1.000000000000000000e+00
4.548443844443873729e+01,3.166430845098980384e+01,-8.545099999999999918e-01,3.914799999999999947e-01,0.000000000000000000e+00
4.730381598221628536e+01,3.166430845098980384e+01,-4.202899999999999969e-01,7.043500000000000316e-01,0.000000000000000000e+00
4.912319351999383343e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.094257105777138150e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.276194859554892957e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.458132613332648475e+01,3.166430845098980384e+01,-3.707250000000000267e-01,7.642299999999999649e-01,0.000000000000000000e+00
5.640070367110403282e+01,3.166430845098980384e+01,-7.367299999999999960e-01,5.319399999999999684e-01,0.000000000000000000e+00
5.822008120888158089e+01,3.166430845098980384e+01,-8.240199999999999747e-01,3.322599999999999998e-01,0.000000000000000000e+00
6.003945874665912896e+01,3.166430845098980384e+01,-9.004100000000000437e-01,1.409799999999999942e-01,0.000000000000000000e+00
6.185883628443667703e+01,3.166430845098980384e+01,-4.437499999999999778e-01,5.749950000000000339e-01,0.000000000000000000e+00
6.367821382221423221e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.549759135999177317e+01,3.166430845098980384e+01,4.561999999999999944e-01,3.320199999999999818e-01,1.000000000000000000e+00
6.731696889776932835e+01,3.166430845098980384e+01,-9.155699999999999950e-01,3.310699999999999754e-01,1.000000000000000000e+00
6.913634643554688353e+01,3.166430845098980384e+01,9.585900000000000531e-01,-1.589909999999999934e-01,1.000000000000000000e+00
7.095572397332442449e+01,3.166430845098980384e+01,9.998700000000000365e-01,4.036399999999999884e-03,1.000000000000000000e+00
7.277510151110197967e+01,3.166430845098980384e+01,-4.997349999999999848e-01,5.048139499999999558e-01,1.000000000000000000e+00
7.459447904887952063e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.641385658665707581e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.823323412443463098e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.005261166221217195e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.187198919998972713e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.369136673776726809e+01,3.166430845098980384e+01,4.630699999999999816e-01,6.038799999999999724e-01,0.000000000000000000e+00
8.551074427554482327e+01,3.166430845098980384e+01,9.199600000000000000e-01,2.249500000000000111e-01,0.000000000000000000e+00
8.733012181332236423e+01,3.166430845098980384e+01,9.029849999999999266e-01,2.649900000000000033e-01,0.000000000000000000e+00
8.914949935109991941e+01,3.166430845098980384e+01,8.801799999999999624e-01,2.987199999999999855e-01,0.000000000000000000e+00
9.096887688887747458e+01,3.166430845098980384e+01,4.333250000000000157e-01,6.544799999999999507e-01,0.000000000000000000e+00
9.278825442665501555e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.460763196443257073e+01,3.166430845098980384e+01,-4.211699999999999888e-01,3.373800000000000132e-01,0.000000000000000000e+00
9.642700950221011169e+01,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.824638703998766687e+01,3.166430845098980384e+01,-3.403749999999999831e-01,6.750549999999999606e-01,1.000000000000000000e+00
1.000657645777652220e+02,3.166430845098980384e+01,7.217500000000000027e-01,-3.136800000000000144e-01,1.000000000000000000e+00
1.018851421155427630e+02,3.166430845098980384e+01,3.824549999999999894e-01,3.856700000000000128e-01,1.000000000000000000e+00
1.037045196533203182e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.055238971910978591e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.073432747288754143e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.091626522666529695e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.109820298044305105e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.128014073422080656e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.146207848799856066e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.164401624177631618e+02,3.166430845098980384e+01,4.015150000000000108e-01,7.541700000000000070e-01,0.000000000000000000e+00
1.182595399555407170e+02,3.166430845098980384e+01,8.063700000000000312e-01,4.983899999999999997e-01,0.000000000000000000e+00
1.200789174933182579e+02,3.166430845098980384e+01,4.106099999999999750e-01,7.331650000000000666e-01,0.000000000000000000e+00
1.218982950310958131e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.237176725688733541e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.255370501066509092e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.273564276444284644e+02,3.166430845098980384e+01,3.315049999999999941e-01,8.699749999999999428e-01,0.000000000000000000e+00
1.291758051822060054e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.309951827199835463e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.328145602577611157e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.364533153333161977e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.382726928710937671e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.400920704088713080e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.419114479466488490e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.437308254844263899e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.455502030222039593e+02,3.166430845098980384e+01,-2.347450000000000092e-01,9.025849999999999707e-01,1.000000000000000000e+00
1.473695805599815003e+02,3.166430845098980384e+01,-4.841400000000000148e-01,7.882700000000000262e-01,1.000000000000000000e+00
1.491889580977590413e+02,3.166430845098980384e+01,-2.530649999999999844e-01,8.833500000000000796e-01,1.000000000000000000e+00
1.510083356355366107e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.528277131733141516e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.546470907110916926e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.564664682488692620e+02,3.166430845098980384e+01,-3.524499999999999855e-01,7.344749999999999890e-01,0.000000000000000000e+00
1.582858457866468029e+02,3.166430845098980384e+01,-6.953500000000000236e-01,4.729499999999999815e-01,0.000000000000000000e+00
1.601052233244243439e+02,3.166430845098980384e+01,-9.826000000000001400e-02,-1.875450000000000172e-01,0.000000000000000000e+00
1.619246008622018849e+02,3.166430845098980384e+01,-8.823999999999999622e-01,2.102199999999999902e-02,0.000000000000000000e+00
1.637439783999794543e+02,3.166430845098980384e+01,4.257299999999999973e-01,5.275775000000000325e-01,0.000000000000000000e+00
1.655633559377569952e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.673827334755345362e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.692021110133121056e+02,3.166430845098980384e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.710214885510896465e+02,3.166430845098980384e+01,-4.322900000000000076e-01,5.646250000000000435e-01,0.000000000000000000e+00
1.728408660888671875e+02,3.166430845098980384e+01,-8.632300000000000528e-01,1.203100000000000003e-01,0.000000000000000000e+00
1.819377537777549403e+00,3.342343669826701813e+01,-4.478050000000000086e-01,6.685649999999999649e-01,0.000000000000000000e+00
3.638755075555098806e+00,3.342343669826701813e+01,-8.837800000000000100e-01,3.534399999999999764e-01,0.000000000000000000e+00
5.458132613332647765e+00,3.342343669826701813e+01,-4.351249999999999840e-01,6.855900000000000327e-01,0.000000000000000000e+00
7.277510151110197612e+00,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.096887688887747458e+00,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.091626522666529553e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.273564276444284538e+01,3.342343669826701813e+01,-3.758050000000000002e-01,7.556749999999999856e-01,0.000000000000000000e+00
1.455502030222039522e+01,3.342343669826701813e+01,-7.473899999999999988e-01,5.136500000000000510e-01,0.000000000000000000e+00
1.637439783999794329e+01,3.342343669826701813e+01,-8.355900000000000549e-01,3.273400000000000198e-01,0.000000000000000000e+00
1.819377537777549492e+01,3.342343669826701813e+01,-9.144099999999999451e-01,1.484499999999999986e-01,0.000000000000000000e+00
2.001315291555304299e+01,3.342343669826701813e+01,-4.513050000000000117e-01,5.780849999999999600e-01,0.000000000000000000e+00
2.183253045333059106e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.365190799110814268e+01,3.342343669826701813e+01,4.546999999999999931e-01,3.320450000000000346e-01,0.000000000000000000e+00
2.547128552888569075e+01,3.342343669826701813e+01,-9.144999999999999796e-01,3.288900000000000157e-01,0.000000000000000000e+00
2.729066306666324238e+01,3.342343669826701813e+01,4.089999999999999192e-02,1.450190000000000090e-01,0.000000000000000000e+00
2.911004060444079045e+01,3.342343669826701813e+01,-9.997200000000000530e-01,1.687100000000000058e-02,0.000000000000000000e+00
3.092941814221833852e+01,3.342343669826701813e+01,-4.996999999999999775e-01,5.030151000000000483e-01,0.000000000000000000e+00
3.274879567999588659e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.456817321777344176e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098983e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.184568336888363405e+01,3.342343669826701813e+01,4.660599999999999743e-01,5.972150000000000514e-01,0.000000000000000000e+00
4.366506090666118212e+01,3.342343669826701813e+01,9.259399999999999853e-01,2.126800000000000079e-01,0.000000000000000000e+00
4.548443844443873729e+01,3.342343669826701813e+01,8.999250000000000860e-01,2.740500000000000158e-01,0.000000000000000000e+00
4.730381598221628536e+01,3.342343669826701813e+01,8.672100000000000364e-01,3.271899999999999809e-01,0.000000000000000000e+00
4.912319351999383343e+01,3.342343669826701813e+01,4.264999999999999902e-01,6.677150000000000585e-01,0.000000000000000000e+00
5.094257105777138150e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.276194859554892957e+01,3.342343669826701813e+01,-4.316050000000000164e-01,3.516150000000000109e-01,0.000000000000000000e+00
5.458132613332648475e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.640070367110403282e+01,3.342343669826701813e+01,-3.864299999999999957e-01,5.304459999999999731e-01,0.000000000000000000e+00
5.822008120888158089e+01,3.342343669826701813e+01,-7.737800000000000233e-01,4.388700000000000240e-02,0.000000000000000000e+00
6.003945874665912896e+01,3.342343669826701813e+01,3.905699999999999728e-01,4.982985500000000068e-01,0.000000000000000000e+00
6.185883628443667703e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.367821382221423221e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.549759135999177317e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.731696889776932835e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.913634643554688353e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.095572397332442449e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.277510151110197967e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.459447904887952063e+01,3.342343669826701813e+01,3.725399999999999823e-01,7.912250000000000671e-01,1.000000000000000000e+00
7.641385658665707581e+01,3.342343669826701813e+01,7.596199999999999619e-01,5.625599999999999490e-01,0.000000000000000000e+00
7.823323412443463098e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.005261166221217195e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.187198919998972713e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.369136673776726809e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.551074427554482327e+01,3.342343669826701813e+01,2.928700000000000192e-01,9.025050000000000017e-01,0.000000000000000000e+00
8.733012181332236423e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.914949935109991941e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.096887688887747458e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.460763196443257073e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.642700950221011169e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.824638703998766687e+01,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000657645777652220e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.018851421155427630e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.037045196533203182e+02,3.342343669826701813e+01,-2.418349999999999944e-01,9.045650000000000635e-01,0.000000000000000000e+00
1.055238971910978591e+02,3.342343669826701813e+01,-4.958099999999999730e-01,7.939800000000000191e-01,0.000000000000000000e+00
1.073432747288754143e+02,3.342343669826701813e+01,-2.581800000000000206e-01,8.849050000000000527e-01,0.000000000000000000e+00
1.091626522666529695e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.109820298044305105e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.128014073422080656e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.146207848799856066e+02,3.342343669826701813e+01,-3.544550000000000201e-01,7.405950000000000033e-01,0.000000000000000000e+00
1.164401624177631618e+02,3.342343669826701813e+01,7.021199999999999664e-01,-4.820400000000000240e-01,0.000000000000000000e+00
1.182595399555407170e+02,3.342343669826701813e+01,-7.936950000000000394e-01,3.271999999999999909e-01,0.000000000000000000e+00
1.200789174933182579e+02,3.342343669826701813e+01,-8.835100000000000176e-01,7.649100000000000343e-02,0.000000000000000000e+00
1.218982950310958131e+02,3.342343669826701813e+01,-4.325499999999999901e-01,4.662769999999999970e-01,0.000000000000000000e+00
1.237176725688733541e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.255370501066509092e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.273564276444284644e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.291758051822060054e+02,3.342343669826701813e+01,-4.284100000000000130e-01,5.467864999999999531e-01,1.000000000000000000e+00
1.309951827199835463e+02,3.342343669826701813e+01,-8.552300000000000457e-01,8.262899999999999412e-02,1.000000000000000000e+00
1.328145602577611157e+02,3.342343669826701813e+01,-8.868099999999999872e-01,1.870629999999999793e-01,1.000000000000000000e+00
1.346339377955386567e+02,3.342343669826701813e+01,-9.087100000000000177e-01,3.159000000000000141e-01,1.000000000000000000e+00
1.364533153333161977e+02,3.342343669826701813e+01,-4.480600000000000138e-01,6.667049999999999921e-01,0.000000000000000000e+00
1.382726928710937671e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.400920704088713080e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.419114479466488490e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.437308254844263899e+02,3.342343669826701813e+01,-3.868849999999999789e-01,7.422199999999999909e-01,0.000000000000000000e+00
1.455502030222039593e+02,3.342343669826701813e+01,-7.693699999999999983e-01,4.867299999999999960e-01,0.000000000000000000e+00
1.473695805599815003e+02,3.342343669826701813e+01,-8.548550000000000315e-01,3.242849999999999899e-01,0.000000000000000000e+00
1.491889580977590413e+02,3.342343669826701813e+01,-9.376999999999999780e-01,1.670300000000000118e-01,0.000000000000000000e+00
1.510083356355366107e+02,3.342343669826701813e+01,-4.657600000000000073e-01,5.867299999999999738e-01,0.000000000000000000e+00
1.528277131733141516e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.546470907110916926e+02,3.342343669826701813e+01,-4.478949999999999876e-01,6.768000000000000682e-01,0.000000000000000000e+00
1.564664682488692620e+02,3.342343669826701813e+01,9.036600000000000188e-01,-3.436600000000000210e-01,0.000000000000000000e+00
1.582858457866468029e+02,3.342343669826701813e+01,4.503499999999999170e-02,1.667620999999999964e-01,0.000000000000000000e+00
1.601052233244243439e+02,3.342343669826701813e+01,9.997700000000000475e-01,5.094599999999999910e-04,0.000000000000000000e+00
1.619246008622018849e+02,3.342343669826701813e+01,5.000000000000000000e-01,4.996118700000000135e-01,0.000000000000000000e+00
1.637439783999794543e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.655633559377569952e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.673827334755345362e+02,3.342343669826701813e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.692021110133121056e+02,3.342343669826701813e+01,1.395399999999999939e-02,4.341300000000000159e-01,0.000000000000000000e+00
1.710214885510896465e+02,3.342343669826701813e+01,1.739900000000000127e-02,-2.379199999999999926e-01,0.000000000000000000e+00
1.728408660888671875e+02,3.342343669826701813e+01,-6.015500000000000014e-03,6.970549999999999802e-01,0.000000000000000000e+00
1.819377537777549403e+00,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.638755075555098806e+00,3.518256494554422886e+01,4.338650000000000007e-01,6.705799999999999539e-01,0.000000000000000000e+00
5.458132613332647765e+00,3.518256494554422886e+01,8.552199999999999802e-01,3.477500000000000036e-01,0.000000000000000000e+00
7.277510151110197612e+00,3.518256494554422886e+01,4.206150000000000166e-01,6.767400000000000082e-01,0.000000000000000000e+00
9.096887688887747458e+00,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.091626522666529553e+01,3.518256494554422886e+01,-4.390149999999999886e-01,3.624149999999999872e-01,0.000000000000000000e+00
1.273564276444284538e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.455502030222039522e+01,3.518256494554422886e+01,-3.881049999999999778e-01,4.442749999999999755e-01,0.000000000000000000e+00
1.637439783999794329e+01,3.518256494554422886e+01,-7.805699999999999861e-01,-1.484300000000000064e-01,0.000000000000000000e+00
1.819377537777549492e+01,3.518256494554422886e+01,3.929199999999999915e-01,5.873500000000000387e-01,0.000000000000000000e+00
2.001315291555304299e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.183253045333059106e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.365190799110814268e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.547128552888569075e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.729066306666324238e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.911004060444079045e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.092941814221833852e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.274879567999588659e+01,3.518256494554422886e+01,2.667349999999999999e-01,8.900350000000000206e-01,0.000000000000000000e+00
3.456817321777344176e+01,3.518256494554422886e+01,5.629999999999999449e-01,7.540799999999999725e-01,0.000000000000000000e+00
3.638755075555098983e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.820692829332853790e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.002630583110608598e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.184568336888363405e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.366506090666118212e+01,3.518256494554422886e+01,3.140200000000000213e-01,8.800700000000000189e-01,0.000000000000000000e+00
4.548443844443873729e+01,3.518256494554422886e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
