X, Y, u, v, rho       # removing the +step in the arange
1.481493137904575974e+02,1.153206295437283124e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.490638157274357241e+02,1.153206295437283124e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.499783176644138507e+02,1.153206295437283124e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.508928196013920058e+02,1.153206295437283124e+01,-7.985375000000000112e-02,9.352975000000000039e-01,0.000000000000000000e+00
1.527218234753482591e+02,1.153206295437283124e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.536363254123263857e+02,1.153206295437283124e+01,-5.086499999999999876e-03,9.999000000000000110e-01,0.000000000000000000e+00
1.545508273493045408e+02,1.153206295437283124e+01,-2.194800000000000223e-02,9.993300000000000516e-01,0.000000000000000000e+00
1.554653292862826675e+02,1.153206295437283124e+01,-1.686150000000000149e-02,9.994300000000000406e-01,0.000000000000000000e+00
1.563798312232607941e+02,1.153206295437283124e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.572943331602389208e+02,1.153206295437283124e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.582088350972170758e+02,1.153206295437283124e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.591233370341952025e+02,1.153206295437283124e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.600378389711733291e+02,1.153206295437283124e+01,1.532749999999999946e-01,9.455324999999999980e-01,0.000000000000000000e+00
1.609523409081514558e+02,1.153206295437283124e+01,3.971525000000000194e-01,6.504250000000000309e-01,0.000000000000000000e+00
1.618668428451295824e+02,1.153206295437283124e+01,4.859299999999999731e-01,4.154400000000000315e-01,0.000000000000000000e+00
1.627813447821077375e+02,1.153206295437283124e+01,2.420525000000000038e-01,7.105474999999999985e-01,0.000000000000000000e+00
1.636958467190858642e+02,1.153206295437283124e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.646103486560639908e+02,1.153206295437283124e+01,-1.601799999999999891e-01,8.968274999999999997e-01,0.000000000000000000e+00
1.655248505930421175e+02,1.153206295437283124e+01,4.650000000000209521e-04,4.987249999999999739e-01,0.000000000000000000e+00
1.664393525300202725e+02,1.153206295437283124e+01,3.610674999999999857e-01,3.874724999999999975e-01,0.000000000000000000e+00
1.673538544669983992e+02,1.153206295437283124e+01,2.051250000000001683e-02,4.504025000000000389e-01,0.000000000000000000e+00
1.682683564039765258e+02,1.153206295437283124e+01,-1.799099999999999866e-01,6.648275000000000157e-01,0.000000000000000000e+00
1.691828583409546525e+02,1.153206295437283124e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.700973602779328075e+02,1.153206295437283124e+01,-1.658650000000000124e-01,8.977049999999999752e-01,0.000000000000000000e+00
1.710118622149109342e+02,1.153206295437283124e+01,-3.258750000000000258e-01,8.016849999999999810e-01,0.000000000000000000e+00
1.719263641518890608e+02,1.153206295437283124e+01,-1.728024999999999978e-01,4.780074750000000150e-01,0.000000000000000000e+00
1.728408660888671875e+02,1.153206295437283124e+01,-2.141749999999997822e-02,1.552664500000000003e-01,0.000000000000000000e+00
1.829003873956266624e+00,1.241914472009381676e+01,-4.142250000000000099e-01,4.983894500000000116e-01,0.000000000000000000e+00
2.743505810934399936e+00,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.658007747912533247e+00,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.572509684890667003e+00,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.487011621868799871e+00,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.401513558846932739e+00,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.316015495825066495e+00,1.241914472009381676e+01,-4.257699999999999818e-01,7.060899999999999954e-01,0.000000000000000000e+00
8.230517432803200251e+00,1.241914472009381676e+01,-8.490550000000000042e-01,4.134999999999999787e-01,0.000000000000000000e+00
9.145019369781334007e+00,1.241914472009381676e+01,-9.051550000000000429e-01,3.044149999999999912e-01,0.000000000000000000e+00
1.005952130675946599e+01,1.241914472009381676e+01,-9.637050000000000338e-01,1.946700000000000097e-01,0.000000000000000000e+00
1.097402324373759974e+01,1.241914472009381676e+01,-4.818350000000000133e-01,5.976650000000000018e-01,0.000000000000000000e+00
1.188852518071573350e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.280302711769386548e+01,1.241914472009381676e+01,3.960000000000000187e-01,2.617749999999999799e-01,0.000000000000000000e+00
1.371752905467199923e+01,1.241914472009381676e+01,7.888150000000000439e-01,-4.784950000000000037e-01,0.000000000000000000e+00
1.463203099165013299e+01,1.241914472009381676e+01,-8.694499999999999451e-02,-2.757280000000000286e-01,0.000000000000000000e+00
1.554653292862826675e+01,1.241914472009381676e+01,-6.250000000000421885e-04,3.590999999999996972e-03,0.000000000000000000e+00
1.646103486560640050e+01,1.241914472009381676e+01,4.791349999999999776e-01,5.390490000000000004e-01,0.000000000000000000e+00
1.737553680258453426e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.829003873956266801e+01,1.241914472009381676e+01,-4.775900000000000145e-01,4.001949999999999674e-01,0.000000000000000000e+00
1.920454067654079822e+01,1.241914472009381676e+01,-9.552549999999999653e-01,-1.997400000000000009e-01,0.000000000000000000e+00
2.011904261351893197e+01,1.241914472009381676e+01,-2.555000000000029470e-03,-9.030950000000000089e-02,0.000000000000000000e+00
2.103354455049706573e+01,1.241914472009381676e+01,9.511650000000000382e-01,3.246949999999999836e-02,0.000000000000000000e+00
2.194804648747519948e+01,1.241914472009381676e+01,4.760550000000000059e-01,5.228439999999999754e-01,0.000000000000000000e+00
2.286254842445333324e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.377705036143146700e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.469155229840960075e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.560605423538773096e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.652055617236586471e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.743505810934399847e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.834956004632213222e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.926406198330026598e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.017856392027839973e+01,1.241914472009381676e+01,4.462599999999999900e-01,6.544699999999999962e-01,0.000000000000000000e+00
3.109306585725653349e+01,1.241914472009381676e+01,4.462599999999999900e-01,6.544699999999999962e-01,0.000000000000000000e+00
3.200756779423466725e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.292206973121280100e+01,1.241914472009381676e+01,4.378750000000000142e-01,6.143899999999999917e-01,0.000000000000000000e+00
3.383657166819093476e+01,1.241914472009381676e+01,-7.349999999999856648e-04,1.625000000000001443e-03,0.000000000000000000e+00
3.475107360516906851e+01,1.241914472009381676e+01,-1.890500000000000513e-02,9.842000000000000748e-02,0.000000000000000000e+00
3.566557554214720227e+01,1.241914472009381676e+01,8.340600000000000236e-01,4.164149999999999796e-01,0.000000000000000000e+00
3.658007747912533603e+01,1.241914472009381676e+01,4.143549999999999733e-01,7.052300000000000235e-01,0.000000000000000000e+00
3.749457941610346268e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.840908135308159643e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.932358329005973019e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.023808522703786394e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.115258716401599770e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.206708910099413146e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.298159103797226521e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.389609297495039897e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.572509684890666648e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.663959878588480024e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.755410072286293399e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.846860265984106775e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.938310459681920150e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.029760653379733526e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.121210847077546191e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.212661040775359567e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.304111234473172942e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.395561428170986318e+01,1.241914472009381676e+01,-1.177499999999997993e-03,4.847124999999999906e-01,0.000000000000000000e+00
5.487011621868799693e+01,1.241914472009381676e+01,-9.512100000000000000e-01,2.162600000000000078e-01,0.000000000000000000e+00
5.578461815566613069e+01,1.241914472009381676e+01,-4.718050000000000299e-01,6.004050000000000775e-01,0.000000000000000000e+00
5.669912009264426445e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.761362202962239820e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.852812396660053196e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.944262590357866571e+01,1.241914472009381676e+01,1.829500000000000570e-02,4.515047500000000102e-01,0.000000000000000000e+00
6.035712784055679947e+01,1.241914472009381676e+01,-7.341900000000000093e-01,-2.545999999999999930e-01,0.000000000000000000e+00
6.127162977753493323e+01,1.241914472009381676e+01,-9.107499999999990603e-03,5.296700000000000852e-01,0.000000000000000000e+00
6.218613171451306698e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.310063365149120074e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.401513558846933449e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.492963752544746114e+01,1.241914472009381676e+01,-4.053249999999999909e-01,4.828220000000000289e-01,0.000000000000000000e+00
6.584413946242560201e+01,1.241914472009381676e+01,-8.161100000000000021e-01,-3.347200000000000175e-02,0.000000000000000000e+00
6.675864139940372866e+01,1.241914472009381676e+01,-4.101549999999999918e-01,4.839222499999999982e-01,0.000000000000000000e+00
6.767314333638186952e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.858764527335999617e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.950214721033813703e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.041664914731626368e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.133115108429440454e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.224565302127253119e+01,1.241914472009381676e+01,-4.325275000000000092e-01,6.984550000000000480e-01,1.000000000000000000e+00
7.316015495825067205e+01,1.241914472009381676e+01,-8.619700000000000140e-01,3.991500000000000048e-01,1.000000000000000000e+00
7.407465689522879870e+01,1.241914472009381676e+01,-9.087175000000000669e-01,3.092550000000000021e-01,1.000000000000000000e+00
7.498915883220692535e+01,1.241914472009381676e+01,-9.579999999999999627e-01,2.180799999999999961e-01,1.000000000000000000e+00
7.590366076918506621e+01,1.241914472009381676e+01,-4.789849999999999941e-01,6.092750000000000110e-01,1.000000000000000000e+00
7.681816270616319287e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.773266464314133373e+01,1.241914472009381676e+01,3.896950000000000136e-01,2.535325000000000495e-01,0.000000000000000000e+00
7.864716658011946038e+01,1.241914472009381676e+01,7.687800000000000189e-01,-5.011299999999999644e-01,0.000000000000000000e+00
7.956166851709760124e+01,1.241914472009381676e+01,-9.977249999999998620e-02,-2.877339999999999898e-01,0.000000000000000000e+00
8.047617045407572789e+01,1.241914472009381676e+01,-9.626099999999999657e-01,-7.620899999999999896e-02,0.000000000000000000e+00
8.139067239105386875e+01,1.241914472009381676e+01,-5.999999999999894307e-04,5.019567499999999516e-01,0.000000000000000000e+00
8.230517432803199540e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.321967626501013626e+01,1.241914472009381676e+01,4.788525000000000142e-01,5.987825000000001063e-01,0.000000000000000000e+00
8.413417820198826291e+01,1.241914472009381676e+01,9.573899999999999633e-01,1.993800000000000017e-01,0.000000000000000000e+00
8.504868013896640377e+01,1.241914472009381676e+01,-7.340000000000013181e-03,5.180499999999994137e-03,0.000000000000000000e+00
8.596318207594453042e+01,1.241914472009381676e+01,-9.603800000000000114e-01,-8.130800000000000527e-02,0.000000000000000000e+00
8.687768401292267129e+01,1.241914472009381676e+01,4.314999999999985514e-03,5.018567499999999626e-01,0.000000000000000000e+00
8.779218594990079794e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.870668788687892459e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.962118982385706545e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.053569176083519210e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.145019369781333296e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.236469563479145961e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.327919757176960047e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.419369950874772712e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.510820144572586798e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.602270338270399463e+01,1.241914472009381676e+01,2.216424999999999923e-01,8.278575000000000239e-01,0.000000000000000000e+00
9.693720531968213550e+01,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.785170725666026215e+01,1.241914472009381676e+01,4.411349999999999993e-01,6.097675000000000178e-01,0.000000000000000000e+00
9.876620919363840301e+01,1.241914472009381676e+01,8.832299999999999596e-01,2.171500000000000097e-01,0.000000000000000000e+00
9.968071113061652966e+01,1.241914472009381676e+01,4.607500000000014362e-03,-3.394999999999981366e-03,0.000000000000000000e+00
1.005952130675946705e+02,1.241914472009381676e+01,-8.516899999999999471e-01,-3.930000000000000160e-01,1.000000000000000000e+00
1.015097150045727972e+02,1.241914472009381676e+01,-4.228199999999999736e-01,3.041849999999999832e-01,1.000000000000000000e+00
1.024242169415509238e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.033387188785290647e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.042532208155071913e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.051677227524853322e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.060822246894634588e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.069967266264415997e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.079112285634197264e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.088257305003978672e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.106547343743541347e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.115692363113322614e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.124837382483104022e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.133982401852885289e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.143127421222666698e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.152272440592447964e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.161417459962229373e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.170562479332010639e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.179707498701791906e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.188852518071573314e+02,1.241914472009381676e+01,-4.591600000000000126e-01,6.684700000000000086e-01,0.000000000000000000e+00
1.197997537441354581e+02,1.241914472009381676e+01,-9.246499999999999719e-01,2.998699999999999699e-01,0.000000000000000000e+00
1.207142556811135989e+02,1.241914472009381676e+01,-4.654900000000000149e-01,6.313999999999999613e-01,0.000000000000000000e+00
1.216287576180917256e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.225432595550698665e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.234577614920479931e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.243722634290261340e+02,1.241914472009381676e+01,4.097750000000000004e-01,4.797009999999999885e-01,0.000000000000000000e+00
1.252867653660042606e+02,1.241914472009381676e+01,7.984149999999999858e-01,3.626599999999999269e-02,0.000000000000000000e+00
1.262012673029824015e+02,1.241914472009381676e+01,3.886399999999999855e-01,5.565649999999999764e-01,0.000000000000000000e+00
1.271157692399605281e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.280302711769386690e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.289447731139167956e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.298592750508949223e+02,1.241914472009381676e+01,-3.994300000000000073e-01,4.698764999999999747e-01,0.000000000000000000e+00
1.307737769878730774e+02,1.241914472009381676e+01,-8.046800000000000619e-01,-6.194650000000000156e-02,0.000000000000000000e+00
1.316882789248512040e+02,1.241914472009381676e+01,-4.052499999999999991e-01,4.681770000000000098e-01,0.000000000000000000e+00
1.326027808618293307e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.335172827988074573e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.344317847357855840e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.353462866727637390e+02,1.241914472009381676e+01,-8.114499999999999491e-02,6.053300000000000347e-01,0.000000000000000000e+00
1.362607886097418657e+02,1.241914472009381676e+01,-8.114499999999999491e-02,6.053300000000000347e-01,0.000000000000000000e+00
1.371752905467199923e+02,1.241914472009381676e+01,-4.376950000000000007e-01,6.925200000000000244e-01,0.000000000000000000e+00
1.380897924836981190e+02,1.241914472009381676e+01,-8.722950000000000426e-01,3.873149999999999649e-01,0.000000000000000000e+00
1.390042944206762741e+02,1.241914472009381676e+01,-9.100249999999999728e-01,3.166399999999999770e-01,0.000000000000000000e+00
1.399187963576544007e+02,1.241914472009381676e+01,-9.508550000000000058e-01,2.437199999999999922e-01,0.000000000000000000e+00
1.408332982946325274e+02,1.241914472009381676e+01,-4.754300000000000193e-01,6.218749999999999556e-01,0.000000000000000000e+00
1.417478002316106540e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.426623021685888091e+02,1.241914472009381676e+01,3.882099999999999995e-01,2.499000000000000110e-01,0.000000000000000000e+00
1.435768041055669357e+02,1.241914472009381676e+01,7.644450000000000411e-01,-5.092900000000000205e-01,0.000000000000000000e+00
1.444913060425450624e+02,1.241914472009381676e+01,8.616949999999999887e-01,-2.229649999999999688e-01,0.000000000000000000e+00
1.454058079795231890e+02,1.241914472009381676e+01,2.265000000000017000e-03,-4.245499999999999274e-03,0.000000000000000000e+00
1.463203099165013441e+02,1.241914472009381676e+01,-4.831949999999999856e-01,4.595294999999999797e-01,0.000000000000000000e+00
1.472348118534794708e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.481493137904575974e+02,1.241914472009381676e+01,4.795200000000000018e-01,5.982250000000000068e-01,0.000000000000000000e+00
1.490638157274357241e+02,1.241914472009381676e+01,9.574400000000000688e-01,2.015000000000000124e-01,0.000000000000000000e+00
1.499783176644138507e+02,1.241914472009381676e+01,9.413400000000000656e-01,1.901150000000000062e-01,0.000000000000000000e+00
1.508928196013920058e+02,1.241914472009381676e+01,9.387750000000000261e-01,1.715349999999999930e-01,0.000000000000000000e+00
1.518073215383701324e+02,1.241914472009381676e+01,4.753550000000000275e-01,5.846949999999999648e-01,0.000000000000000000e+00
1.527218234753482591e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.536363254123263857e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.545508273493045408e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.554653292862826675e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.563798312232607941e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.572943331602389208e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.582088350972170758e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.591233370341952025e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.600378389711733291e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.609523409081514558e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.618668428451295824e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.627813447821077375e+02,1.241914472009381676e+01,4.424299999999999899e-01,6.081400000000000139e-01,0.000000000000000000e+00
1.636958467190858642e+02,1.241914472009381676e+01,8.857500000000000373e-01,2.140299999999999980e-01,0.000000000000000000e+00
1.646103486560639908e+02,1.241914472009381676e+01,5.720000000000002860e-03,-7.245500000000000551e-02,0.000000000000000000e+00
1.655248505930421175e+02,1.241914472009381676e+01,-8.659699999999999065e-01,-3.669250000000000012e-01,0.000000000000000000e+00
1.664393525300202725e+02,1.241914472009381676e+01,-4.283699999999999730e-01,3.114200000000000301e-01,0.000000000000000000e+00
1.673538544669983992e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.682683564039765258e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.691828583409546525e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.700973602779328075e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.710118622149109342e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.719263641518890608e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.728408660888671875e+02,1.241914472009381676e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.829003873956266624e+00,1.330622648581480405e+01,6.866250000000000131e-02,9.898974999999999858e-01,0.000000000000000000e+00
3.658007747912533247e+00,1.330622648581480405e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.572509684890667003e+00,1.330622648581480405e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.487011621868799871e+00,1.330622648581480405e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.401513558846932739e+00,1.330622648581480405e+01,1.278575000000000128e-01,9.647412499999999946e-01,0.000000000000000000e+00
7.316015495825066495e+00,1.330622648581480405e+01,2.617800000000000127e-01,9.258850000000000691e-01,0.000000000000000000e+00
8.230517432803200251e+00,1.330622648581480405e+01,1.340175000000000116e-01,9.609674999999999745e-01,0.000000000000000000e+00
9.145019369781334007e+00,1.330622648581480405e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.005952130675946599e+01,1.330622648581480405e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.097402324373759974e+01,1.330622648581480405e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.188852518071573350e+01,1.330622648581480405e+01,-2.237024999999999986e-01,8.395050000000000567e-01,0.000000000000000000e+00
1.280302711769386548e+01,1.330622648581480405e+01,-4.524099999999999788e-01,6.595250000000000279e-01,0.000000000000000000e+00
1.371752905467199923e+01,1.330622648581480405e+01,5.674999999999985612e-04,7.573162500000000241e-01,0.000000000000000000e+00
1.463203099165013299e+01,1.330622648581480405e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.554653292862826675e+01,1.330622648581480405e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.646103486560640050e+01,1.330622648581480405e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.737553680258453426e+01,1.330622648581480405e+01,2.034449999999999870e-01,7.319251249999999542e-01,0.000000000000000000e+00
1.829003873956266801e+01,1.330622648581480405e+01,4.019900000000000140e-01,4.904355000000000242e-01,0.000000000000000000e+00
